,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_Redemption_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,no_of_fund_sales_12M_10K,no_of_funds_Redemption_12M_10K,no_of_assetclass_sold_12M_1,no_of_assetclass_redeemed_12M_1,no_of_assetclass_sales_12M_10K,no_of_assetclass_Redemption_12M_10K,No_of_fund_curr,No_of_asset_curr,AUM,sales_curr,sales_12M,redemption_curr,redemption_12M,new_Fund_added_12M,sales_2019,new_fund_2019,total_sales,Channel_Asset Manager,Channel_Bank/Trust,Channel_Discount,Channel_Dual,Channel_Fee-Based Adviser,Channel_Independent Dealer,Channel_International Outlet,Channel_Low/Non Producer,Channel_National Broker-Dealer,Channel_Networker,Channel_Private Client Group,Sub channel_Affiliated,Sub channel_DCIO,Sub channel_Global,Sub channel_IBD,Sub channel_NACS,Sub channel_Other,Sub channel_RIA,Sub channel_USBT
0,21.0,38.0,0.0,1.0,5.0,5.0,0.0,1.0,2.0,2.0,0.0,1.0,8.0,1.0,237480.11,250.0,19682.0,-1496.745,-102496.165,0.0,18633.105,0.0,19932.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,20.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,57943.0,5459.0,52484.0,0.0,0.0,1.0,93212.0,1.0,57943.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,71.0,55.0,20.0,4.0,7.0,7.0,6.0,4.0,2.0,2.0,2.0,2.0,12.0,2.0,0.0,46936.63,1274249.925,-18231.645,-178484.29,2.0,467693.045,0.0,1321186.555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,16.0,16.0,2.0,0.0,5.0,5.0,2.0,0.0,3.0,3.0,1.0,0.0,20.0,4.0,2649249.57,0.0,175442.49,-20488.06,-56948.29,2.0,106907.08,0.0,175442.49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,9737.11,0.0,0.0,0.0,2971.72,0.0,9737.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8,5.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10060.8,0.0,-6752.526579,0.0,0.0,0.0,10060.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9,1.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,981.87,-14232.47,-62091.95,1.0,10000.0,1.0,981.87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10,71.0,15.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,46290.81,935.8,18440.89,-1.95,-5029.65,1.0,48709.05,2.0,19376.69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,153.55,0.0,-2442.43,1.0,930.45,0.0,153.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
17,71.0,280.0,40.0,11.0,6.0,9.0,2.0,3.0,4.0,4.0,2.0,2.0,9.0,3.0,0.0,80077.425,849337.675,-9654.41,-553608.835,1.0,926689.254968,1.0,929415.1000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,12447.0,0.0,1667.0,0.0,0.0,0.0,489.0,0.0,1667.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20,7.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5344.84,0.0,-10138.33,1.0,2524.96,1.0,5344.84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
21,32.0,9.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,247470.76,48.75,8707.44,-2000.0,-12471.88,0.0,847.74,0.0,8756.19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,78845.95,0.0,0.0,-51.95,-19342.62,0.0,162026.76,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23,2.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,236368.14,0.0,932.58,0.0,-10510.83,1.0,0.0,0.0,932.58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,169564.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,15000.0,0.0,0.0,0.0,863959.105,1.0,15000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4727.07,0.0,458.86,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29,1.0,4.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,442292.465,0.0,9795.31,-21955.89,-26932.2,0.0,657946.06,0.0,9795.31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,16911.35,0.0,17000.0,0.0,-5588.65,0.0,0.0,0.0,17000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1049.38,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
32,93.0,18.0,16.0,2.0,8.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,14.0,3.0,1799352.58,15614.375,823419.855,-10534.64,-45249.815,2.0,663611.55,0.0,839034.23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
34,31.0,27.0,6.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,525746.48,0.0,165638.82,-16539.21,-74792.86,0.0,24192.47,0.0,165638.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35,11.0,9.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,8945.65,0.0,-46113.41,0.0,437173.0,0.0,8945.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37,46.0,55.0,0.0,1.0,7.0,14.0,0.0,1.0,3.0,3.0,0.0,1.0,11.0,2.0,280976.565,2745.28,38862.67,-11823.975,-62935.545,2.0,98589.905,0.0,41607.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
38,48.0,164.0,4.0,4.0,5.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,0.0,751.935,190734.220565,-576962.749834,-1371865.488497,1.0,321001.542348,0.0,191486.155565,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
39,9.0,54.0,0.0,2.0,4.0,5.0,0.0,2.0,2.0,2.0,0.0,2.0,8.0,4.0,305862.30030500004,0.0,14121.324784,-3.505,-77980.610125,0.0,2134.93,0.0,14121.324784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1036.89,0.0,964.89,0.0,0.0,0.0,0.0,0.0,964.89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18263.03,0.0,0.0,0.0,0.0,0.0,309777.0,4.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
42,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,8281.115,334.06,895.385,0.0,-4098.36,1.0,7160.94,0.0,1229.445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
44,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,290006.02,0.0,-406657.63,1.0,142841.425,1.0,290006.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
45,14.0,11.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,149550.723741,2628.21,52276.46,-583.06,-53258.99,0.0,59803.48,1.0,54904.67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
46,89.0,67.0,30.0,6.0,6.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,18.0,4.0,3350949.047975,381533.56,1455895.149992,-4188.309617,-266381.805017,0.0,1627109.4030860001,0.0,1837428.7099920001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47,1.0,5.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,7077.27,0.0,25000.0,0.0,-93354.98,0.0,60113.85,0.0,25000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,2.0,26.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2838.95,854.0,0.0,-26441.64,0.0,6798.62,1.0,3692.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
49,1.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,11000.0,0.0,-48089.475,0.0,0.0,0.0,11000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
51,30.0,39.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4501.41,16396.98,-106841.58,-45778.25,0.0,15722.65,0.0,20898.39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
52,21.0,15.0,9.0,8.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,3.0,7.0,3.0,1236999.01,30000.0,202412.33,-93708.06,-258546.24,2.0,306502.0,0.0,232412.33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424225.175,4.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45198.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
57,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1894.34,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
59,65.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,45946.6,790.07,7871.18,0.0,0.0,2.0,10244.99,0.0,8661.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,61450.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
61,808.0,404.0,15.0,23.0,8.0,9.0,5.0,5.0,3.0,3.0,3.0,3.0,13.0,3.0,1528253.361068,2785.468092,1085017.80081,-789902.6031439999,-1047029.1621760001,0.0,546133.067898,0.0,1087803.268902,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
62,6.0,9.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,631.29,7427.75,0.0,-29395.95,1.0,876.84,0.0,8059.04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,598049.48,0.0,0.0,0.0,0.0,0.0,5666.93,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
65,4.0,23.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1339.22,2075.49,0.0,-6852.61,2.0,8990.06,0.0,3414.71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
66,239.0,139.0,64.0,20.0,4.0,7.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,24807789.665,94504.57,5217478.725,-212431.6,-1871757.895,1.0,2287823.94,0.0,5311983.295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
67,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13251.04,0.0,18100.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,87938.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
69,4.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,17928.285,14947.735,4675.35,-1030.685,-664.115,4.0,116809.06,1.0,19623.085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
71,134.0,110.0,0.0,6.0,8.0,10.0,0.0,4.0,3.0,3.0,0.0,2.0,19.0,4.0,1739062.325805,176882.746782,155778.766576,-69798.837599,61307.27834600001,1.0,1299653.67647,2.0,332661.51335799997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73,19.0,26.0,2.0,6.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,6.0,2.0,2487216.19,0.0,185153.905,-24445.695,-216358.105,1.0,135052.5,0.0,185153.905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,187881.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11738.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
77,374.0,252.0,105.0,19.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,2.0,5.0,2.0,8649718.55985,1660810.0,3505761.5,-63439.805,-1336652.07,0.0,3767105.5,0.0,5166571.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1887132.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
80,187.0,13.0,57.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1815439.347245,10112.015364,1785284.9369849998,-8771.916054000001,-41130.693186000004,1.0,1651722.077958,1.0,1795396.952349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1729303.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
82,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,2.0,218167.21,14356.325,255000.0,-1306.5,-771.41,2.0,138146.49,1.0,269356.325,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85,90.0,159.0,37.0,11.0,3.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,16383696.18,47594.19,5159767.93,-66558.04,-1568261.05,0.0,1368214.89,0.0,5207362.12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
86,5.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2281.87,0.0,-2295.25,2.0,581.61,1.0,2281.87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
87,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,132091.0,0.0,132091.0,0.0,0.0,1.0,0.0,0.0,132091.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23211.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,489193.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
92,6.0,3.0,1.0,0.0,3.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,2.0,195975.80636,0.0,35952.545251999996,0.0,-2402.183674,0.0,47536.27,1.0,35952.545251999996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
95,6.0,4.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,12218.91,0.0,5638.94,0.0,-4059.15,6.0,1299.15,0.0,5638.94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
96,112.0,62.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,211118.78,16558.325,210668.375,-3763.465,-329693.755,2.0,85042.46,0.0,227226.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
