,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_Redemption_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,no_of_fund_sales_12M_10K,no_of_funds_Redemption_12M_10K,no_of_assetclass_sold_12M_1,no_of_assetclass_redeemed_12M_1,no_of_assetclass_sales_12M_10K,no_of_assetclass_Redemption_12M_10K,No_of_fund_curr,No_of_asset_curr,AUM,sales_curr,sales_12M,redemption_curr,redemption_12M,new_Fund_added_12M,sales_2019,new_fund_2019,total_sales,Channel_Asset Manager,Channel_Bank/Trust,Channel_Discount,Channel_Dual,Channel_Fee-Based Adviser,Channel_Independent Dealer,Channel_International Outlet,Channel_Low/Non Producer,Channel_National Broker-Dealer,Channel_Networker,Channel_Private Client Group,Sub channel_Affiliated,Sub channel_DCIO,Sub channel_Global,Sub channel_IBD,Sub channel_NACS,Sub channel_Other,Sub channel_RIA,Sub channel_USBT
4100,26.0,3.0,18.0,0.0,7.0,1.0,6.0,0.0,2.0,1.0,2.0,0.0,7.0,2.0,809367.248384,2490.0,410460.50077600003,0.0,-2946.67255,2.0,342207.88,0.0,412950.50077600003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4102,25.0,27.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,3510.33,14183.665,0.0,-24123.37,0.0,10390.905,0.0,17693.995000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4103,130.0,21.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,25578.44,2600.0,296486.93,-2669.88,-99261.57,0.0,121051.37,0.0,299086.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150902.3,2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4105,29.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,6.0,1660595.37628,9452.63,31557.195,0.0,-613.36,4.0,133718.45,3.0,41009.825,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4106,7.0,15.0,5.0,12.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2127865.475,0.0,857812.125,0.0,-1000171.02,0.0,408875.0,1.0,857812.125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14019.0,0.0,43019.0,0.0,-29000.0,1.0,8900.0,1.0,43019.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12391.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4109,3.0,12.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,17498.095,0.0,6424.47,0.0,-2085.885,0.0,0.0,0.0,6424.47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4110,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,15811.79,95.72,1244.9,0.0,0.0,0.0,1194.73,1.0,1340.6200000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4111,62.0,80.0,16.0,3.0,12.0,12.0,9.0,3.0,3.0,3.0,3.0,2.0,12.0,3.0,5989083.23,40062.0,1209441.92,-14620.02,-180009.98,3.0,108569.45,0.0,1249503.92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4112,166.0,205.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,17.28,0.0,78854.545,0.0,-94158.75,1.0,26527.43,1.0,78854.545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1100945.49,0.0,0.0,0.0,0.0,0.0,83332.94,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4114,7.0,15.0,0.0,4.0,3.0,6.0,0.0,2.0,2.0,3.0,0.0,2.0,5.0,2.0,367838.44728,866.829998,4818.623532,-120.42408,-95793.664902,1.0,46730.64426,0.0,5685.45353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4115,28.0,23.0,4.0,7.0,8.0,11.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,0.0,7087.5,130016.385,-10622.5,-131814.68,4.0,121079.0,2.0,137103.885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4116,2.0,13.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,468263.85,0.0,20000.0,-2494.44,-14629.19,0.0,57627.3,0.0,20000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4117,13.0,5.0,10.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130439.45,0.0,555573.79,-384861.01,-102047.42,0.0,747272.13,1.0,555573.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4118,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,19502.0,0.0,19502.0,0.0,0.0,1.0,5444.0,0.0,19502.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180513.31,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6458.01,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4124,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-12464.68,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4125,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,-19956.295,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4126,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,41296.2,4787.55,4787.52,0.0,-2008.55,1.0,10532.21,0.0,9575.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12177.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4128,32.0,112.0,7.0,0.0,6.0,8.0,3.0,0.0,3.0,3.0,1.0,0.0,6.0,2.0,347137.829033,19212.25,215755.8,-3793.44,-22131.73,1.0,122643.63,1.0,234968.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4129,10.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,442543.415,17208.94,488906.0,0.0,0.0,2.0,31596.93,0.0,506114.94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19130.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4131,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,234107.31,0.0,329.95,0.0,-500.04,1.0,9752.42,0.0,329.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4132,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,267667.74,0.0,0.0,0.0,-4959.65,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4133,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1933.495,0.0,0.0,0.0,-240.005,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7426.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4135,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,27825.52,0.0,29615.03,-1789.51,0.0,2.0,441.42,0.0,29615.03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4136,11.0,0.0,3.0,0.0,8.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,8.0,2.0,472102.59,0.0,378195.79,-600.0,0.0,6.0,156421.93,7.0,378195.79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4140,13.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,97033.855,-10018.76,0.0,0.0,13034.4,1.0,97033.855,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3749.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4142,126.0,32.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,59.167416,3875.295765,-368.623134,-17792.383917,0.0,2966.8599510000004,0.0,3934.463181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4143,4.0,9.0,0.0,4.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,12683.0,0.0,-221362.05,1.0,13560.0,1.0,12683.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,72000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4146,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-7898.84,0.0,1725.79,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4147,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-10673.23,-24006.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4148,5.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45,0.0,-514.37,0.0,23518.13,6.0,8.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4150,33.0,32.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,107737.72,-57390.3,-64542.74,1.0,34400.43,0.0,107737.72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4151,74.0,60.0,13.0,0.0,3.0,2.0,3.0,0.0,3.0,2.0,3.0,0.0,4.0,3.0,671575.205,1127.73,535953.79,-27258.285,-34326.645,0.0,12879.1,0.0,537081.52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4152,131.0,41.0,5.0,4.0,4.0,7.0,2.0,4.0,1.0,3.0,1.0,1.0,8.0,2.0,2185308.65,5931.74,639386.49,-2237.17,-158020.68,0.0,331485.29,0.0,645318.23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4154,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-10900.62,0.0,1914.28,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4155,31.0,5.0,2.0,0.0,4.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,10.0,3.0,470122.32,327.5,106658.69,-8726.145,-1574.26,0.0,112911.395,0.0,106986.19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4156,35.0,20.0,5.0,5.0,6.0,5.0,4.0,3.0,2.0,2.0,1.0,1.0,9.0,4.0,667424.265,716.195,916071.375,-523.7,-183472.78,1.0,73412.82,1.0,916787.57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4157,8.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,48503.95,0.0,12999.0,0.0,-17266.43,0.0,4648.0,0.0,12999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,113410.35,7055.86,0.0,0.0,0.0,0.0,93754.36,0.0,7055.86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4159,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,12882.0,0.0,12882.0,0.0,0.0,1.0,0.0,0.0,12882.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4161,7.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21701.0,0.0,-21787.46,2.0,612592.56,5.0,21701.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4162,12.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1254.53,5751.97,0.0,-25096.95,0.0,2214.46,0.0,7006.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,106753.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4166,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,28233.81,0.0,-29589.82,1.0,0.0,0.0,28233.81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4168,131.0,15.0,3.0,0.0,9.0,3.0,2.0,0.0,4.0,3.0,2.0,0.0,10.0,4.0,353196.2,516.8,288955.11,-7533.35,-20930.93,5.0,49035.04,2.0,289471.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,0.0,-615.0,0.0,0.0,553.0,0.0,553.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,435319.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4171,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1099.91,317.35,8902.83,0.0,-11404.1,0.0,1480.68,1.0,9220.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1747.5,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4173,715.0,397.0,28.0,16.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,1009294.791672,10105.113876000001,1735122.134234,-772388.0106800001,-1547851.886371,1.0,10346039.584306,1.0,1745227.24811,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4175,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,131.87,75.41,56.56,-0.07,-0.03,1.0,94.26,0.0,131.97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4177,13.0,94.0,0.0,7.0,4.0,7.0,0.0,5.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,18655.105,-129770.39,-215239.23,0.0,73496.67,1.0,18655.105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4178,2.0,8.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,385.51,0.0,-16245.82,1.0,0.0,0.0,385.51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4181,0.0,9.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,12.0,3.0,1743240.945,0.0,0.0,0.0,-57183.515,0.0,10313.485,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1275367.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4183,2.0,5.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,527850.085,0.0,1450.0,0.0,-47472.04,1.0,0.0,0.0,1450.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4184,293.0,222.0,14.0,9.0,4.0,6.0,4.0,3.0,2.0,2.0,2.0,2.0,10.0,4.0,2443393.0696549998,34740.17,632434.555682,-8308.625,-901157.259564,1.0,133673.603089,1.0,667174.725682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,197004.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4186,48.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,48110.78,0.0,9192.59,0.0,0.0,2.0,0.0,0.0,9192.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4187,11.0,6.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,2.0,2533.76,0.0,24097.99,0.0,-5933.02,0.0,32721.59,1.0,24097.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4189,11.0,102.0,1.0,13.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,28282.51,100.0,22287.92,-6163.4,-415032.29,0.0,900.0,0.0,22387.92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,527409.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4191,15.0,27.0,8.0,26.0,5.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,6.0,1.0,737756.995,0.0,207354.0,0.0,-913068.485,3.0,33250.0,0.0,207354.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4192,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,21287.31,491.21,20796.1,0.0,0.0,1.0,77544.01,0.0,21287.309999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,119268.11499000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4194,180.0,120.0,18.0,11.0,13.0,8.0,10.0,4.0,3.0,3.0,3.0,3.0,14.0,3.0,7352559.77,848643.65,2175955.925,-301186.61,-677012.105,2.0,1225481.66,1.0,3024599.5749999997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4195,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3679.88,0.0,0.0,1.0,0.0,0.0,3679.88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,111890.09,0.0,0.0,0.0,0.0,0.0,9527.11,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
